location,size,total_sqft,bath,price,bhk,price_per_sqft
Gokula Extension,4 BHK,2.0,4.0,175.0,4,8750000.0
7th Phase JP Nagar,2 BHK,2.0,2.0,82.0,2,4100000.0
Kamakshipalya,2 Bedroom,2.0,2.0,165.0,2,8250000.0
Bannerghatta Road,4 Bedroom,2.0,2.0,125.0,4,6250000.0
Rajaji Nagar,3 BHK,2.0,3.0,410.0,3,20500000.0
Rajaji Nagar,7 BHK,2.0,6.0,2200.0,7,110000000.0
Sultan Palaya,2 Bedroom,2.0,1.0,62.0,2,3100000.0
Kengeri,1 BHK,2.0,1.0,18.5,1,925000.0
Sanne Amanikere,2 BHK,2.0,2.0,38.0,2,1900000.0
Kengeri,2 BHK,2.0,2.0,38.0,2,1900000.0
Mahalakshmi Layout,6 Bedroom,2.0,7.0,250.0,6,12500000.0
Kanakpura Road,3 BHK,2.0,3.0,64.5,3,3225000.0
Amco Colony,3 BHK,2.0,3.0,88.0,3,4400000.0
Billekahalli,2 BHK,2.0,2.0,62.0,2,3100000.0
Nagarbhavi,3 Bedroom,2.0,3.0,150.0,3,7500000.0
Anandapura,2 Bedroom,2.0,2.0,55.0,2,2750000.0
Bommasandra Industrial Area,2 BHK,2.0,2.0,31.48,2,1574000.0
TC Palaya,2 Bedroom,2.0,2.0,60.0,2,3000000.0
Budigere,3 BHK,2.0,4.0,103.0,3,5150000.0
Bommasandra,2 BHK,2.0,2.0,26.5,2,1325000.0
Ambalipura,2 BHK,2.0,2.0,75.0,2,3750000.0
Hoodi,2 BHK,2.0,2.0,67.0,2,3350000.0
Chandapura,6 Bedroom,2.0,5.0,85.0,6,4250000.0
Balagere,3 BHK,2.0,3.0,79.0,3,3950000.0
CV Raman Nagar,2 BHK,2.0,2.0,55.0,2,2750000.0
Samethanahalli,2 BHK,2.0,2.0,55.0,2,2750000.0
Marathahalli,3 BHK,2.0,3.0,140.0,3,7000000.0
Hosur Road,2 BHK,2.0,2.0,69.0,2,3450000.0
Brookefield,2 BHK,2.0,2.0,69.0,2,3450000.0
Yelenahalli,2 BHK,2.0,2.0,47.12,2,2356000.0
Raja Rajeshwari Nagar,2 BHK,2.0,2.0,48.1,2,2405000.0
7th Phase JP Nagar,8 Bedroom,2.0,8.0,250.0,8,12500000.0
Richmond Town,3 BHK,2.0,4.0,240.0,3,12000000.0
Suddaguntepalya,3 BHK,2.0,3.0,55.0,3,2750000.0
Udayapur Village,3 BHK,2.0,3.0,68.29,3,3414500.0000000005
Dasanapura,2 BHK,2.0,1.0,40.0,2,2000000.0
Kasavanhalli,3 Bedroom,2.0,4.0,110.0,3,5500000.0
Whitefield,4 Bedroom,2.0,4.0,700.0,4,35000000.0
Bellandur,2 BHK,2.0,2.0,76.0,2,3800000.0
7th Phase JP Nagar,3 BHK,2.0,2.0,95.0,3,4750000.0
Sarjapur  Road,3 BHK,2.0,2.0,57.0,3,2850000.0
Ardendale,3 BHK,2.0,3.0,100.0,3,5000000.0
Vittasandra,2 BHK,2.0,2.0,71.0,2,3550000.0
Hoodi,3 BHK,2.0,2.0,95.0,3,4750000.0
Electronic City,1 BHK,2.0,1.0,34.65,1,1732500.0
Harlur,3 BHK,2.0,3.0,135.0,3,6750000.0
Hulimavu,3 BHK,2.0,3.0,78.0,3,3900000.0
Raja Rajeshwari Nagar,2 BHK,2.0,2.0,55.47,2,2773500.0
Giri Nagar,3 Bedroom,2.0,3.0,252.0,3,12600000.0
Sarjapur  Road,2 BHK,2.0,2.0,74.03,2,3701500.0
Thippasandra,4 Bedroom,2.0,4.0,200.0,4,10000000.0
Hormavu,2 BHK,2.0,2.0,55.0,2,2750000.0
Chikkabidarakallu,4 Bedroom,2.0,4.0,325.0,4,16250000.0
Chandapura,3 BHK,2.0,2.0,30.35,3,1517500.0
AECS Layout,3 BHK,2.0,3.0,98.0,3,4900000.0
Marathahalli,2 BHK,2.0,2.0,46.96,2,2348000.0
1 Giri Nagar,11 BHK,2.0,9.0,360.0,11,18000000.0
Harlur,3 BHK,2.0,3.0,120.0,3,6000000.0
Electronic City Phase II,3 BHK,2.0,2.0,35.23,3,1761499.9999999998
Hoysalanagar,2 BHK,2.0,2.0,30.0,2,1500000.0
Padmanabhanagar,2 BHK,2.0,2.0,63.0,2,3150000.0
Chikkalasandra,2 BHK,2.0,2.0,50.0,2,2500000.0
Defence Colony,2 BHK,2.0,2.0,126.0,2,6300000.0
Hebbal,3 BHK,2.0,2.0,130.0,3,6500000.0
Ambalipura,3 BHK,2.0,3.0,110.0,3,5500000.0
Akshaya Nagar,2 BHK,2.0,2.0,54.0,2,2700000.0
2nd Stage Nagarbhavi,4 Bedroom,2.0,4.0,220.0,4,11000000.0
Vidyaranyapura,2 Bedroom,2.0,2.0,95.0,2,4750000.0
Amruthahalli,2 BHK,2.0,2.0,40.0,2,2000000.0
ITI Employees Layout,4 BHK,2.0,4.0,230.0,4,11500000.0
Whitefield,2 BHK,2.0,2.0,42.16,2,2108000.0
Koramangala,2 BHK,2.0,2.0,165.0,2,8250000.0
Kodigehalli,2 BHK,2.0,2.0,98.0,2,4900000.0
Patelappa Layout,2 BHK,2.0,2.0,62.0,2,3100000.0
Ring Road Nagarbhavi,4 BHK,2.0,4.0,235.0,4,11750000.0
NS Palya,2 BHK,2.0,2.0,74.0,2,3700000.0
Subramanyapura,2 BHK,2.0,2.0,50.17,2,2508500.0
RMV 2nd Stage,4 BHK,2.0,4.0,260.0,4,13000000.0
Basavangudi,4 Bedroom,2.0,4.0,180.0,4,9000000.0
Kenchenahalli,5 Bedroom,2.0,3.0,65.0,5,3250000.0
3rd Block Hrbr Layout,5 Bedroom,2.0,5.0,190.0,5,9500000.0
KUDLU MAIN ROAD,3 BHK,2.0,3.0,56.0,3,2800000.0
7th Phase JP Nagar,4 BHK,2.0,4.0,400.0,4,20000000.0
Bank Avenue,4 Bedroom,2.0,4.0,99.0,4,4950000.0
Chikkalasandra,2 BHK,2.0,2.0,49.0,2,2450000.0
Hebbal Kempapura,2 BHK,2.0,2.0,60.0,2,3000000.0
Surabhi Layout,3 BHK,2.0,3.0,120.0,3,6000000.0
Old Madras Road,5 BHK,2.0,7.0,337.0,5,16850000.0
Banjara Layout,3 Bedroom,2.0,3.0,58.0,3,2900000.0
Hoodi,2 BHK,2.0,2.0,94.42,2,4721000.0
5th Phase JP Nagar,2 BHK,2.0,3.0,52.5,2,2625000.0
Electronic City,2 BHK,2.0,2.0,63.0,2,3150000.0
Omkar Nagar,2 BHK,2.0,2.0,53.0,2,2650000.0
Yelahanka,2 BHK,2.0,2.0,45.0,2,2250000.0
Kereguddadahalli,2 BHK,2.0,2.0,32.0,2,1600000.0
Bisuvanahalli,3 BHK,2.0,2.0,36.0,3,1800000.0
Whitefield,2 BHK,2.0,2.0,48.5,2,2425000.0
Maragondanahalli,2 Bedroom,2.0,2.0,45.0,2,2250000.0
Lingadheeranahalli,3 BHK,2.0,3.0,95.0,3,4750000.0
Silk Board,3 BHK,2.0,3.0,58.0,3,2900000.0
Hoodi,3 BHK,2.0,3.0,68.75,3,3437500.0
Shampura,1 BHK,2.0,2.0,26.0,1,1300000.0
Vidyaranyapura,2 BHK,2.0,2.0,38.0,2,1900000.0
Kada Agrahara,2 BHK,2.0,2.0,40.0,2,2000000.0
JP Nagar,2 BHK,2.0,2.0,35.0,2,1750000.0
Kambipura,2 BHK,2.0,2.0,45.0,2,2250000.0
Sarjapur  Road,2 BHK,2.0,2.0,70.0,2,3500000.0
BHEL Layout,4 Bedroom,2.0,3.0,165.0,4,8250000.0
Medahalli,1 Bedroom,2.0,1.0,41.0,1,2050000.0
Vittasandra,2 BHK,2.0,2.0,67.0,2,3350000.0
8th Phase JP Nagar,4 Bedroom,2.0,4.0,90.0,4,4500000.0
Banashankari Stage III,4 Bedroom,2.0,4.0,145.0,4,7250000.0
Kashi Nagar,4 BHK,2.0,4.0,80.0,4,4000000.0
Haralur Road,4 BHK,2.0,5.0,154.0,4,7700000.0
Begur Road,3 BHK,2.0,3.0,65.0,3,3250000.0
Sector 7 HSR Layout,4 Bedroom,2.0,5.0,275.0,4,13750000.0
Hosur Road,3 BHK,2.0,2.0,48.0,3,2400000.0
"Yemlur, Old Airport Road, ",3 BHK,2.0,3.0,115.0,3,5750000.0
VHBCS Layout,2 BHK,2.0,2.0,110.0,2,5500000.0
Electronic City,3 BHK,2.0,3.0,125.0,3,6250000.0
Whitefield,2 BHK,2.0,2.0,70.0,2,3500000.0
Jakkur,4 BHK,2.0,6.0,465.0,4,23250000.0
KR Puram,2 BHK,2.0,2.0,42.74,2,2137000.0
Ittamadu,1 BHK,2.0,2.0,85.0,1,4250000.0
Electronic City Phase II,2 BHK,2.0,2.0,25.0,2,1250000.0
Thanisandra,4 BHK,2.0,4.0,120.0,4,6000000.0
Rajiv Nagar,3 BHK,2.0,3.0,160.0,3,8000000.0
Ramagondanahalli,2 BHK,2.0,2.0,47.0,2,2350000.0
Gattahalli,2 BHK,2.0,2.0,45.5,2,2275000.0
Arekere,2 BHK,2.0,2.0,45.0,2,2250000.0
Bannerghatta Road,3 BHK,2.0,2.0,66.0,3,3300000.0
Hebbal,3 BHK,2.0,4.0,245.0,3,12250000.0
Ramanjaneyanagar,3 BHK,2.0,2.0,48.48,3,2424000.0
HSR Layout,2 BHK,2.0,2.0,68.0,2,3400000.0
Magadi Road,3 BHK,2.0,2.0,49.0,3,2450000.0
Mico Layout,9 BHK,2.0,9.0,210.0,9,10500000.0
7th Block Jayanagar,5 Bedroom,2.0,3.0,528.0,5,26400000.0
Kanakpura Road,2 BHK,2.0,2.0,39.73,2,1986499.9999999998
Whitefield,3 BHK,2.0,3.0,101.0,3,5050000.0
Byatarayanapura,3 BHK,2.0,2.0,90.0,3,4500000.0
Electronic City,3 BHK,2.0,3.0,99.0,3,4950000.0
Whitefield,3 Bedroom,2.0,3.0,61.95,3,3097500.0
2nd Phase JP Nagar,3 Bedroom,2.0,3.0,499.0,3,24950000.0
Uttarahalli,2 BHK,2.0,2.0,63.0,2,3150000.0
Kammanahalli,5 BHK,2.0,5.0,140.0,5,7000000.0
K G Colony,3 BHK,2.0,2.0,50.0,3,2500000.0
Hennur Road,2 BHK,1317.5,2.0,63.77,2,4840.2277039848195
Hebbal,3 BHK,2.0,5.0,260.0,3,13000000.0
Munnekollal,2 BHK,2.0,2.0,53.67,2,2683500.0
Yelahanka,2 BHK,2.0,2.0,54.0,2,2700000.0
Banashankari,3 BHK,2.0,2.0,42.0,3,2100000.0
Hosa Road,6 Bedroom,2.0,6.0,145.0,6,7250000.0
Herohalli,2 Bedroom,2.0,1.0,80.0,2,4000000.0
Chikkabanavar,2 BHK,2.0,2.0,40.0,2,2000000.0
Kanakpura Road,1 BHK,2.0,1.0,27.25,1,1362500.0
Attibele,2 BHK,2.0,2.0,25.0,2,1250000.0
Marathahalli,4 Bedroom,2.0,4.0,175.0,4,8750000.0
3rd Block Hrbr Layout,2 BHK,2.0,2.0,80.0,2,4000000.0
Bannerghatta Road,1 BHK,2.0,1.0,33.32,1,1666000.0
Ittamadu,2 BHK,2.0,2.0,50.0,2,2500000.0
7th Phase JP Nagar,3 BHK,2.0,3.0,160.0,3,8000000.0
Bommasandra,2 BHK,2.0,2.0,28.15,2,1407500.0
Electronics City Phase 1,3 BHK,2.0,3.0,84.0,3,4200000.0
HRBR Layout,4 Bedroom,2.0,4.0,300.0,4,15000000.0
Sarjapur  Road,3 BHK,2.0,3.0,100.0,3,5000000.0
Ashwini layout,2 BHK,2.0,2.0,55.0,2,2750000.0
Whitefield,4 Bedroom,2.0,4.0,315.0,4,15750000.0
Sarjapur  Road,3 BHK,2.0,3.0,125.0,3,6250000.0
Vittasandra,2 BHK,2.0,2.0,69.3,2,3465000.0
Sarjapur  Road,4 Bedroom,2.0,4.0,225.0,4,11250000.0
Marathalli bridge,3 BHK,2.0,3.0,120.0,3,6000000.0
Banashankari Stage III,3 BHK,2.0,2.0,58.7,3,2935000.0
Marathahalli,2 BHK,2.0,2.0,80.0,2,4000000.0
T.C PALYA,2 Bedroom,2.0,2.0,65.0,2,3250000.0
Harlur,3 BHK,2.0,3.0,73.0,3,3650000.0
Gottigere,2 BHK,2.0,2.0,45.0,2,2250000.0
Byatarayanapura,1 Bedroom,2.0,1.0,36.0,1,1800000.0
Hormavu,1 BHK,2.0,1.0,46.0,1,2300000.0
Whitefield,3 BHK,2.0,3.0,313.0,3,15650000.0
Dooravani Nagar,3 BHK,2.0,3.0,180.0,3,9000000.0
Mysore Road,2 BHK,2.0,2.0,48.95,2,2447500.0
Jigani,2 BHK,2.0,2.0,40.0,2,2000000.0
Koramangala,2 BHK,2.0,2.0,102.0,2,5100000.0
JCR Layout,2 BHK,2.0,2.0,42.0,2,2100000.0
Nehru Nagar,2 BHK,2.0,2.0,38.0,2,1900000.0
Kanakapura,3 BHK,2.0,3.0,75.0,3,3750000.0
Harlur,3 BHK,2.0,3.0,150.0,3,7500000.0
Papareddipalya,2 Bedroom,2.0,2.0,115.0,2,5750000.0
Venkatapura,1 BHK,2.0,1.0,18.5,1,925000.0
Sanjay nagar,2 BHK,2.0,2.0,98.0,2,4900000.0
HSR Layout,3 BHK,2.0,2.0,65.0,3,3250000.0
Sneha Colony,2 BHK,2.0,2.0,45.0,2,2250000.0
RMV Extension,3 BHK,2.0,3.0,85.0,3,4250000.0
Sarjapur  Road,3 BHK,2.0,3.0,44.71,3,2235500.0
Kalena Agrahara,3 BHK,2.0,2.0,85.0,3,4250000.0
Konanakunte,3 BHK,2.0,3.0,223.0,3,11150000.0
Hosapalya,1 BHK,2.0,1.0,90.0,1,4500000.0
Ashwini layout,1 BHK,2.0,1.0,60.0,1,3000000.0
Doddagubbi,3 Bedroom,2.0,4.0,70.0,3,3500000.0
Arekere,3 BHK,2.0,3.0,140.0,3,7000000.0
Malleshwaram,7 BHK,2.0,7.0,2200.0,7,110000000.0
Gottigere,2 BHK,2.0,2.0,25.0,2,1250000.0
Raja Rajeshwari Nagar,2 BHK,2.0,2.0,49.07,2,2453500.0
Bisuvanahalli,3 BHK,2.0,2.0,37.0,3,1850000.0
Sector 6 HSR Layout,4 BHK,2.0,5.0,260.0,4,13000000.0
Brookefield,4 Bedroom,2.0,5.0,425.0,4,21250000.0
Vidyaranyapura,2 BHK,2.0,2.0,55.0,2,2750000.0
Thanisandra,2 BHK,2.0,2.0,45.8,2,2290000.0
Kaggadasapura,2 BHK,2.0,2.0,40.0,2,2000000.0
Margondanahalli,5 Bedroom,2.0,4.0,150.0,5,7500000.0
ITI Layout,6 Bedroom,2.0,5.0,250.0,6,12500000.0
Raja Rajeshwari Nagar,2 BHK,2.0,2.0,42.0,2,2100000.0
R.T. Nagar,4 Bedroom,2.0,4.0,70.0,4,3500000.0
Whitefield,4 BHK,2.0,4.0,360.0,4,18000000.0
Whitefield,3 BHK,2.0,3.0,100.0,3,5000000.0
Hebbal,3 BHK,2.0,3.0,134.0,3,6700000.0
HRBR Layout,2 BHK,2.0,2.0,95.0,2,4750000.0
Bannerghatta Road,3 BHK,2.0,3.0,95.0,3,4750000.0
Kanakapura,1 BHK,2.0,1.0,36.0,1,1800000.0
Tumkur Road,3 BHK,2.0,3.0,95.0,3,4750000.0
Whitefield,3 BHK,2.0,3.0,100.0,3,5000000.0
Vasanthapura,3 BHK,2.0,3.0,60.0,3,3000000.0
Kundalahalli,2 BHK,2.0,2.0,49.0,2,2450000.0
Mysore Road,2 BHK,2.0,2.0,85.0,2,4250000.0
Hosahalli,3 BHK,2.0,3.0,70.0,3,3500000.0
Hegde Nagar,2 Bedroom,2.0,1.0,56.0,2,2800000.0
Jalahalli,3 BHK,2.0,3.0,160.0,3,8000000.0
Bellandur,2 BHK,2.0,2.0,50.0,2,2500000.0
Jalahalli West,1 BHK,2.0,1.0,25.0,1,1250000.0
Marathahalli,4 BHK,2.0,4.0,250.0,4,12500000.0
Kambipura,2 BHK,2.0,2.0,29.0,2,1450000.0
GM Palaya,3 BHK,2.0,2.0,86.0,3,4300000.0
Singasandra,3 BHK,2.0,2.0,65.0,3,3250000.0
near Ramanashree California resort,6 BHK,2.0,4.0,160.0,6,8000000.0
Malleshwaram,4 BHK,2.0,5.0,325.0,4,16250000.0
Mahadevpura,2 BHK,2.0,2.0,48.0,2,2400000.0
"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,2.0,3.0,660.0,3,33000000.0
Chikkalasandra,2 BHK,2.0,2.0,52.8,2,2640000.0
Jalahalli East,1 BHK,2.0,1.0,40.0,1,2000000.0
6th Phase JP Nagar,2 BHK,2.0,2.0,80.0,2,4000000.0
Haralur Road,2 BHK,2.0,2.0,47.0,2,2350000.0
Hennur Road,3 BHK,2.0,2.0,62.0,3,3100000.0
Poornapragna Housing Society Layout,2 BHK,2.0,2.0,52.2,2,2610000.0
Arekere,9 Bedroom,2.0,9.0,265.0,9,13250000.0
Hosakerehalli,3 BHK,2.0,3.0,262.0,3,13100000.0
Sarjapur,2 BHK,2.0,2.0,60.0,2,3000000.0
Hebbal,3 BHK,2.0,3.0,150.0,3,7500000.0
Huskur,3 BHK,2.0,2.0,35.23,3,1761499.9999999998
Sarjapur  Road,2 BHK,2.0,2.0,58.0,2,2900000.0
Kanakpura Road,3 BHK,2.0,2.0,58.0,3,2900000.0
Bommasandra,3 BHK,2.0,3.0,46.0,3,2300000.0
Haralur Road,4 BHK,2.0,5.0,260.0,4,13000000.0
Nagondanahalli,3 BHK,2.0,3.0,66.0,3,3300000.0
Horamavu Agara,2 BHK,2.0,2.0,45.0,2,2250000.0
Raja Rajeshwari Nagar,2 BHK,2.0,2.0,67.39,2,3369500.0
Mahadevpura,3 BHK,2.0,3.0,78.0,3,3900000.0
Yelahanka,2 BHK,1132.5,2.0,48.13,2,4249.889624724062
Yelahanka,2 BHK,2.0,2.0,45.98,2,2299000.0
Indira Nagar,4 Bedroom,2.0,4.0,200.0,4,10000000.0
Bisuvanahalli,3 BHK,2.0,2.0,45.0,3,2250000.0
Thanisandra,3 BHK,2.0,3.0,130.0,3,6500000.0
Shanthala Nagar,2 BHK,2.0,2.0,200.0,2,10000000.0
Raja Rajeshwari Nagar,2 BHK,2.0,2.0,38.55,2,1927499.9999999998
Shantiniketan Layout,3 BHK,2.0,3.0,108.0,3,5400000.0
Herohalli,3 Bedroom,2.0,2.0,70.0,3,3500000.0
Teachers Colony,3 BHK,2.0,3.0,77.0,3,3850000.0
Bettahalsoor,4 Bedroom,4046.0,4.0,445.0,4,10998.517053880376
Srinivasa Nagar,3 BHK,2.0,2.0,78.34,3,3917000.0
Yelahanka,3 BHK,2.0,3.0,130.0,3,6500000.0
Langford Town,2 BHK,2.0,2.0,115.0,2,5750000.0
Sulthangunta,1 Bedroom,2.0,1.0,50.0,1,2500000.0
Hormavu,7 Bedroom,2.0,7.0,150.0,7,7500000.0
Bannerghatta Road,3 BHK,2.0,2.0,120.0,3,6000000.0
Byrathi Village,5 Bedroom,2.0,5.0,100.0,5,5000000.0
Kodichikkanahalli,3 BHK,2.0,2.0,57.0,3,2850000.0
OMBR Layout,4 Bedroom,2.0,4.0,375.0,4,18750000.0
Marathahalli,2 BHK,2.0,2.0,49.85,2,2492500.0
Ambedkar Colony,3 BHK,2.0,3.0,165.0,3,8250000.0
Akshaya Nagar,3 BHK,2.0,3.0,40.0,3,2000000.0
Brookefield,3 Bedroom,2.0,3.0,140.0,3,7000000.0
Whitefield,2 BHK,2.0,2.0,56.0,2,2800000.0
Lingadheeranahalli,3 BHK,2.0,3.0,109.0,3,5450000.0
Kaggadasapura,3 BHK,2.0,3.0,83.3,3,4165000.0
Hoodi,4 BHK,2.0,4.0,111.0,4,5550000.0
Bannerghatta Road,4 Bedroom,2.0,3.0,58.0,4,2900000.0
Varthur Road,2 BHK,2.0,2.0,61.75,2,3087500.0
Anjappa Layout,2 Bedroom,2.0,2.0,55.0,2,2750000.0
Avalahalli,3 BHK,2.0,3.0,120.0,3,6000000.0
Prakruthi Nagar,2 BHK,2.0,2.0,60.0,2,3000000.0
Surabhi Layout,3 BHK,2.0,3.0,120.0,3,6000000.0
Sadaramangala,2 BHK,2.0,2.0,43.48,2,2174000.0
Anjanapura,3 Bedroom,2.0,3.0,139.0,3,6950000.0
Abbigere,2 BHK,2.0,2.0,40.39,2,2019500.0
Tindlu,3 Bedroom,2.0,2.0,87.0,3,4350000.0
Electronic City,2 BHK,2.0,2.0,32.49,2,1624500.0
Maruthi Sevanagar,2 BHK,2.0,2.0,44.0,2,2200000.0
Kothanur,3 BHK,2.0,3.0,76.0,3,3800000.0
B Narayanapura,3 Bedroom,2.0,2.0,98.5,3,4925000.0
Electronic City Phase II,2 BHK,2.0,2.0,28.34,2,1417000.0
Hennur Road,3 Bedroom,2.0,3.0,159.0,3,7950000.0
Dommasandra,3 BHK,2.0,2.0,25.53,3,1276500.0
Kammasandra,2 BHK,2.0,2.0,24.5,2,1225000.0
Green Garden Layout,2 BHK,2.0,2.0,45.0,2,2250000.0
Hebbal,2 BHK,2.0,2.0,82.0,2,4100000.0
Chandapura,2 BHK,2.0,2.0,32.0,2,1600000.0
Koramangala,3 BHK,2.0,3.0,160.0,3,8000000.0
Begur Road,3 BHK,2.0,2.0,54.0,3,2700000.0
Whitefield,3 BHK,2.0,4.0,91.0,3,4550000.0
Silver Springs Layout,3 BHK,2.0,3.0,62.0,3,3100000.0
Gubbalala,3 BHK,2.0,2.0,82.0,3,4100000.0
Kengeri,2 BHK,2.0,2.0,40.61,2,2030500.0
7th Phase JP Nagar,2 BHK,2.0,2.0,71.0,2,3550000.0
Dairy Circle,3 BHK,2.0,3.0,225.0,3,11250000.0
Bannerghatta Road,3 BHK,2.0,2.0,90.0,3,4500000.0
Hulimavu,3 BHK,2.0,3.0,100.0,3,5000000.0
Electronic City,2 BHK,2.0,2.0,42.0,2,2100000.0
Budigere,2 BHK,2.0,2.0,57.0,2,2850000.0
Hoysalanagar,3 BHK,2.0,3.0,57.0,3,2850000.0
Parappana Agrahara,4 Bedroom,2.0,3.0,85.0,4,4250000.0
Jakkur,3 BHK,2.0,2.0,125.0,3,6250000.0
Jeevan bima nagar,5 Bedroom,2.0,4.0,160.0,5,8000000.0
Raja Rajeshwari Nagar,4 Bedroom,2.0,4.0,220.0,4,11000000.0
Narayana Nagar 1st Block,2 BHK,2.0,2.0,48.0,2,2400000.0
Haralur Road,2 BHK,2.0,2.0,53.0,2,2650000.0
KSRTC Layout,2 BHK,2.0,2.0,62.5,2,3125000.0
Panathur,3 BHK,2.0,3.0,118.0,3,5900000.0
Kaval Byrasandra,2 BHK,2.0,2.0,52.0,2,2600000.0
Sarjapur,2 BHK,2.0,2.0,47.0,2,2350000.0
Ramagondanahalli,2 BHK,2.0,2.0,52.04,2,2602000.0
Hosakerehalli,4 BHK,2.0,5.0,500.0,4,25000000.0
Banashankari,2 BHK,2.0,2.0,37.64,2,1882000.0
Kengeri Satellite Town,3 BHK,2.0,2.0,66.0,3,3300000.0
EPIP Zone,3 BHK,2.0,3.0,162.0,3,8100000.0
Whitefield,2 BHK,2.0,2.0,35.0,2,1750000.0
P&T Colony,1 BHK,2.0,1.0,20.03,1,1001500.0
Whitefield,2 BHK,2.0,2.0,59.95,2,2997500.0
Cunningham Road,4 BHK,2.0,4.0,1250.0,4,62500000.0
Anekal,2 BHK,2.0,2.0,22.0,2,1100000.0
New Gurappana Palya,2 BHK,2.0,2.0,48.0,2,2400000.0
Mahadevpura,2 BHK,2.0,2.0,52.0,2,2600000.0
Chelekare,1 Bedroom,2.0,1.0,60.0,1,3000000.0
Ambedkar Colony,2 BHK,2.0,2.0,140.0,2,7000000.0
Palanahalli,4 Bedroom,2.0,5.0,550.0,4,27500000.0
Whitefield,3 BHK,2.0,4.0,126.0,3,6300000.0
Hegde Nagar,2 BHK,2.0,2.0,97.0,2,4850000.0
Jakkur,2 BHK,2.0,2.0,77.0,2,3850000.0
Electronic City Phase II,4 BHK,2.0,4.0,98.88,4,4944000.0
Thanisandra,2 BHK,2.0,2.0,43.51,2,2175500.0
Vadarpalya,3 BHK,2.0,3.0,85.0,3,4250000.0
Kudlu,2 BHK,2.0,2.0,53.5,2,2675000.0
Shivanagar,5 Bedroom,2.0,4.0,160.0,5,8000000.0
Hulimavu,2 BHK,2.0,2.0,36.0,2,1800000.0
Varthur Road,4 Bedroom,2.0,4.0,155.0,4,7750000.0
5th Phase JP Nagar,2 BHK,2.0,2.0,39.0,2,1950000.0
Uttarahalli,2 BHK,2.0,2.0,45.0,2,2250000.0
V.V Puram,2 BHK,2.0,2.0,55.0,2,2750000.0
Yeshwanthpur,1 BHK,2.0,1.0,36.85,1,1842500.0
Electronic City,2 BHK,2.0,2.0,55.0,2,2750000.0
Old Airport Road,3 BHK,2.0,2.0,110.0,3,5500000.0
Kundalahalli,2 BHK,2.0,2.0,57.99,2,2899500.0
Sarjapur,5 Bedroom,2.0,4.0,90.0,5,4500000.0
Koramangala,3 BHK,2.0,3.0,130.0,3,6500000.0
Marathahalli,2 BHK,2.0,2.0,67.0,2,3350000.0
Sector 3 HSR Layout,9 Bedroom,2.0,9.0,190.0,9,9500000.0
Vishwapriya Layout,2 BHK,2.0,2.0,30.0,2,1500000.0
Banashankari Stage VI,2 BHK,1177.5,2.0,59.935,2,5090.0212314225055
Battarahalli,3 BHK,2.0,3.0,89.61,3,4480500.0
HMT Layout,2 BHK,2.0,2.0,58.0,2,2900000.0
Basavanagara,1 BHK,2.0,2.0,93.0,1,4650000.0
Whitefield,3 BHK,2.0,3.0,60.0,3,3000000.0
Jalahalli,2 BHK,2.0,2.0,150.0,2,7500000.0
Hosakerehalli,3 BHK,2.0,3.0,203.0,3,10150000.0
Cox Town,3 BHK,2.0,3.0,150.0,3,7500000.0
Kammasandra,2 BHK,2.0,2.0,33.0,2,1650000.0
Kaggadasapura,2 BHK,2.0,2.0,41.0,2,2050000.0
 Thanisandra,1 RK,2.0,1.0,28.0,1,1400000.0
Mylasandra,6 Bedroom,2.0,7.0,76.0,6,3800000.0
HSR Layout,3 BHK,2.0,3.0,75.0,3,3750000.0
Gottigere,3 BHK,2.0,3.0,82.5,3,4125000.0
Koramangala,2 BHK,2.0,2.0,65.0,2,3250000.0
Marathahalli,4 BHK,2.0,3.0,152.0,4,7600000.0
Vidyaranyapura,4 Bedroom,2.0,4.0,90.0,4,4500000.0
Nagondanahalli,6 Bedroom,2.0,4.0,65.0,6,3250000.0
Bannerghatta Road,3 BHK,2.0,2.0,59.13,3,2956500.0
Bannerghatta Road,2 BHK,2.0,2.0,66.02,2,3301000.0
Thanisandra,2 BHK,2.0,2.0,83.0,2,4150000.0
Kaggadasapura,2 BHK,2.0,2.0,52.0,2,2600000.0
Kalasipalya,7 Bedroom,2.0,2.0,300.0,7,15000000.0
Kathriguppe,3 BHK,2.0,2.0,77.0,3,3850000.0
Gottigere,2 BHK,2.0,2.0,63.0,2,3150000.0
Electronic City,2 BHK,2.0,2.0,41.0,2,2050000.0
Thanisandra,2 BHK,2.0,2.0,42.6,2,2130000.0
Tumkur Road,3 BHK,2.0,3.0,112.0,3,5600000.0
Begur Road,3 BHK,2.0,3.0,59.76,3,2988000.0
Haralur Road,2 BHK,2.0,2.0,61.0,2,3050000.0
7th Phase JP Nagar,2 BHK,2.0,2.0,46.0,2,2300000.0
Arekere,2 BHK,2.0,2.0,40.0,2,2000000.0
ITI Layout,3 BHK,2.0,2.0,75.0,3,3750000.0
Padmanabhanagar,2 BHK,2.0,2.0,62.0,2,3100000.0
HBR Layout,4 Bedroom,2.0,3.0,59.0,4,2950000.0
Richmond Town,3 BHK,2.0,3.0,135.0,3,6750000.0
Kasavanhalli,3 BHK,2.0,3.0,99.0,3,4950000.0
